energy
0
-4.832119349032318
-4.829587911890025
-7.816246571577896
-4.986170497618064
-7.8313871059276075
-7.816246571577896
-8.816002490542992
-4.977334511872061
-7.8099420229741865
-7.837691654531317
-8.824838476288996
-7.963993171559932
-8.809697941939282
-8.824838476288994
-7.825082557323898
-4.900308937579188
-7.886967597267059
-7.7303850115390205
-8.871582981882444
-7.886967597267059
-8.886723516232156
-8.717531833296698
-7.8718270629173475
-7.890740708728475
-8.877887530486152
-8.751586013457537
-7.893272145870768
-8.877887530486154
-7.878131611521057
-7.739220997285023
-4.894004388975479
-4.894004388975479
-7.739220997285023
-7.878131611521057
-8.877887530486154
-7.893272145870768
-8.751586013457537
-8.877887530486152
-7.890740708728475
-7.8718270629173475
-8.717531833296698
-8.886723516232156
-7.886967597267059
-8.871582981882444
-7.7303850115390205
-7.886967597267059
-4.900308937579188
-7.825082557323898
-8.824838476288994
-8.809697941939282
-7.963993171559932
-8.824838476288996
-7.837691654531317
-7.8099420229741865
-4.977334511872061
-8.816002490542992
-7.816246571577896
-7.8313871059276075
-4.986170497618064
-7.816246571577896
-4.829587911890025
-4.832119349032318
0
