energy
0
-2.8232397232397233
-3.1464794464794466
-5.292470492470493
-4.635897435897435
-5.681359381359382
-5.813146113146113
-6.181359381359382
-3.7924704924704926
-4.6464794464794466
-5.938949938949939
-6.115710215710216
-6.459137159137159
-5.535368335368336
-6.636385836385836
-5.035368335368335
-2.8232397232397233
-5.424257224257225
-4.0004884004884005
-5.924257224257225
-5.681359381359382
-6.504599104599105
-4.88937728937729
-5.035368335368336
-5.938461538461539
-6.570248270248271
-6.115710215710216
-6.070248270248271
-6.827350427350428
-5.681359381359382
-5.035368335368336
-3.212128612128612
-3.212128612128612
-5.035368335368336
-5.681359381359382
-6.827350427350428
-6.070248270248271
-6.115710215710216
-6.570248270248271
-5.938461538461539
-5.035368335368336
-4.88937728937729
-6.504599104599105
-5.681359381359382
-5.924257224257225
-4.0004884004884005
-5.424257224257225
-2.8232397232397233
-5.035368335368335
-6.636385836385836
-5.535368335368336
-6.459137159137159
-6.115710215710216
-5.938949938949939
-4.6464794464794466
-3.7924704924704926
-6.181359381359382
-5.813146113146113
-5.681359381359382
-4.635897435897435
-5.292470492470493
-3.1464794464794466
-2.8232397232397233
0
